,Unnamed: 0,location,side_a,side_b,territory_name,start_date,start_date2,region,type_of_conflict,S&P_500,NASDAQ,Dow_Jones
661,2400,Niger,Government of Niger,IS,Islamic State,2015-03-26,2015-03-30,4,4,2066.96,4886.94,17763.24
662,2401,Mali,Government of Mali,IS,Islamic State,2017-02-04,2017-07-09,4,4,2425.18,6153.08,21414.34
663,2402,Mali,Government of Mali,IS,Islamic State,2017-02-04,2017-07-09,4,4,2425.18,6153.08,21414.34
664,2403,Mali,Government of Mali,IS,Islamic State,2017-02-04,2017-07-09,4,4,2425.18,6153.08,21414.34
665,2404,Mali,Government of Mali,IS,Islamic State,2017-02-04,2017-07-09,4,4,2425.18,6153.08,21414.34
666,2407,Ivory Coast,Government of Ivory Coast,"MPCI, MPIGO",,2002-09-19,2002-09-20,4,3,845.39,1221.09,7986.02
667,2408,Ivory Coast,Government of Ivory Coast,"MJP, MPIGO",,2002-09-19,2002-09-20,4,3,845.39,1221.09,7986.02
668,2409,Ivory Coast,Government of Ivory Coast,FRCI,,2002-09-19,2002-09-20,4,3,845.39,1221.09,7986.02
669,2410,Ivory Coast,Government of Ivory Coast,"FDSI-CI, FRCI",,2002-09-19,2011-02-25,4,3,1319.88,2781.05,12130.45
670,2412,India,Government of India,ABSU,Bodoland,1989-02-16,1989-03-16,3,3,292.69,402.2,2292.14
671,2413,India,Government of India,ABSU,Bodoland,1989-02-16,1989-03-16,3,3,292.69,402.2,2292.14
672,2414,India,Government of India,NDFB,Bodoland,1989-02-16,1994-07-23,3,3,453.11,716.68,3735.04
673,2415,India,Government of India,NDFB,Bodoland,1989-02-16,1996-10-28,3,3,700.92,1222.6,6007.02
674,2416,India,Government of India,NDFB,Bodoland,1989-02-16,1996-10-28,3,3,700.92,1222.6,6007.02
675,2417,India,Government of India,NDFB,Bodoland,1989-02-16,1996-10-28,3,3,700.92,1222.6,6007.02
676,2418,India,Government of India,NDFB,Bodoland,1989-02-16,1996-10-28,3,3,700.92,1222.6,6007.02
677,2419,India,Government of India,NDFB,Bodoland,1989-02-16,2001-08-04,3,3,1214.35,2066.33,10512.78
678,2420,India,Government of India,NDFB,Bodoland,1989-02-16,2001-08-04,3,3,1214.35,2066.33,10512.78
679,2421,India,Government of India,NDFB,Bodoland,1989-02-16,2001-08-04,3,3,1214.35,2066.33,10512.78
680,2422,India,Government of India,NDFB,Bodoland,1989-02-16,2001-08-04,3,3,1214.35,2066.33,10512.78
681,2423,India,Government of India,NDFB - RD,Bodoland,1989-02-16,2009-06-11,3,3,946.21,1858.8,8799.26
682,2424,India,Government of India,NDFB - RD,Bodoland,1989-02-16,2009-06-11,3,3,946.21,1858.8,8799.26
683,2425,India,Government of India,NDFB-S,Bodoland,1989-02-16,2013-12-11,3,3,1775.32,4000.98,15755.36
684,2426,India,Government of India,NDFB-S,Bodoland,1989-02-16,2013-12-11,3,3,1775.32,4000.98,15755.36
685,2427,Myanmar (Burma),Government of Myanmar (Burma),UWSA,Wa,1997-03-16,1997-03-16,3,3,793.17,1292.97,6935.46
686,2446,Nigeria,Government of Nigeria,Ahlul Sunnah Jamaa,Northern Nigeria,2003-12-22,2004-01-06,4,3,1121.86,2086.92,10458.89
687,2447,Nigeria,Government of Nigeria,NDPVF,Niger Delta,2004-06-04,2004-06-04,4,3,1122.5,1978.62,10242.82
688,2448,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
689,2449,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
690,2450,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
691,2451,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
692,2452,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
693,2453,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
694,2454,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
695,2455,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
696,2456,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
697,2457,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
698,2458,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,2006-07-13,2,3,1236.2,2037.35,10739.35
699,2464,DR Congo (Zaire),Government of DR Congo (Zaire),BDK,Kongo Kingdom,1998-07-02,2007-02-01,4,3,1448.39,2475.88,12653.49
700,2465,DR Congo (Zaire),Government of DR Congo (Zaire),BDK,Kongo Kingdom,1998-07-02,2007-02-01,4,3,1448.39,2475.88,12653.49
701,2468,Niger,Government of Niger,FLAA,,1991-10-25,1991-12-31,4,3,419.34,592.65,3201.48
702,2469,Niger,Government of Niger,FLAA,,1991-10-25,1991-12-31,4,3,419.34,592.65,3201.48
703,2470,Niger,Government of Niger,UFRA,,1991-10-25,1997-10-19,4,3,944.16,1666.85,7847.03
704,2471,Niger,Government of Niger,MNJ,,1991-10-25,2007-04-30,4,3,1494.07,2557.21,13120.94
705,2472,Niger,Government of Niger,MNJ,,1991-10-25,2007-04-30,4,3,1494.07,2557.21,13120.94
706,2474,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
707,2475,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
708,2476,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
709,2477,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
710,2478,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
711,2479,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
712,2480,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
713,2481,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
714,2482,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
715,2483,India,Government of India,PULF,Islamic State,2000-06-20,2008-12-22,3,3,887.88,1564.32,8579.11
716,2485,Ethiopia,Government of Ethiopia,SALF,"Arssi, Bale & Sidamo",1977-12-31,1977-12-31,4,3,95.1,105.05,831.17
717,2486,Ethiopia,Government of Ethiopia,SALF,"Arssi, Bale & Sidamo",1977-12-31,1977-12-31,4,3,95.1,105.05,831.17
718,2487,Ethiopia,Government of Ethiopia,SALF,"Arssi, Bale & Sidamo",1977-12-31,1977-12-31,4,3,95.1,105.05,831.17
719,2488,Ethiopia,Government of Ethiopia,SALF,"Arssi, Bale & Sidamo",1977-12-31,1977-12-31,4,4,95.1,105.05,831.17
720,2489,Ethiopia,Government of Ethiopia,SLM,Sidamaland,1981-03-21,1981-03-21,4,3,134.08,206.29,992.8
721,2490,Ethiopia,Government of Ethiopia,SLM,Sidamaland,1981-03-21,1983-03-16,4,3,149.9,265.01,1117.74
722,2491,Myanmar (Burma),Government of Myanmar (Burma),MNDAA,Kokang,2009-08-27,2009-08-29,3,3,1028.93,2028.77,9544.2
723,2492,Myanmar (Burma),Government of Myanmar (Burma),MNDAA,Kokang,2009-08-27,2014-12-22,3,3,2070.65,4765.38,17804.8
724,2493,Myanmar (Burma),Government of Myanmar (Burma),MNDAA,Kokang,2009-08-27,2014-12-22,3,3,2070.65,4765.38,17804.8
725,2494,Myanmar (Burma),Government of Myanmar (Burma),MNDAA,Kokang,2009-08-27,2017-03-06,3,3,2383.12,5870.75,21005.71
