location,side_a,side_a_2nd,side_b,side_b_2nd,incompatibility,territory_name,cumulative_intensity,type_of_conflict,start_date,start_date2,ep_end,region
Peru,Government of Peru,,Sendero Luminoso,,2,,1,3,1963-05-15,1982-08-22,1,5
Peru,Government of Peru,,Sendero Luminoso,,2,,1,3,1963-05-15,2007-11-14,0,5
Peru,Government of Peru,,Sendero Luminoso,,2,,1,3,1963-05-15,2007-11-14,0,5
Peru,Government of Peru,,Sendero Luminoso,,2,,1,3,1963-05-15,2007-11-14,0,5
Peru,Government of Peru,,Sendero Luminoso,,2,,1,3,1963-05-15,2007-11-14,1,5
"South Vietnam, Vietnam (North Vietnam)",Government of South Vietnam,"Government of Australia, Government of New Zealand, Government of South Korea, Government of United States of America",Government of Vietnam (North Vietnam),Government of North Korea,1,South Vietnam,1,2,1965-12-31,1965-12-31,0,3
"South Vietnam, Vietnam (North Vietnam)",Government of South Vietnam,"Government of Australia, Government of New Zealand, Government of Philippines, Government of South Korea, Government of United States of America",Government of Vietnam (North Vietnam),Government of North Korea,1,South Vietnam,1,2,1965-12-31,1965-12-31,0,3
"South Vietnam, Vietnam (North Vietnam)",Government of South Vietnam,"Government of Australia, Government of New Zealand, Government of Philippines, Government of South Korea, Government of Thailand, Government of United States of America",Government of Vietnam (North Vietnam),Government of North Korea,1,South Vietnam,1,2,1965-12-31,1965-12-31,0,3
"South Vietnam, Vietnam (North Vietnam)",Government of South Vietnam,"Government of Australia, Government of New Zealand, Government of Philippines, Government of South Korea, Government of Thailand, Government of United States of America",Government of Vietnam (North Vietnam),Government of North Korea,1,South Vietnam,1,2,1965-12-31,1965-12-31,0,3
"South Vietnam, Vietnam (North Vietnam)",Government of South Vietnam,"Government of Australia, Government of New Zealand, Government of Philippines, Government of South Korea, Government of Thailand, Government of United States of America",Government of Vietnam (North Vietnam),Government of North Korea,1,South Vietnam,1,2,1965-12-31,1965-12-31,0,3
"South Vietnam, Vietnam (North Vietnam)",Government of South Vietnam,"Government of Australia, Government of New Zealand, Government of South Korea, Government of Thailand, Government of United States of America",Government of Vietnam (North Vietnam),Government of North Korea,1,South Vietnam,1,2,1965-12-31,1965-12-31,0,3
"South Vietnam, Vietnam (North Vietnam)",Government of South Vietnam,"Government of Australia, Government of New Zealand, Government of South Korea, Government of Thailand, Government of United States of America",Government of Vietnam (North Vietnam),Government of North Korea,1,South Vietnam,1,2,1965-12-31,1965-12-31,0,3
"South Vietnam, Vietnam (North Vietnam)",Government of South Vietnam,"Government of Australia, Government of New Zealand, Government of South Korea, Government of Thailand, Government of United States of America",Government of Vietnam (North Vietnam),Government of North Korea,1,South Vietnam,1,2,1965-12-31,1965-12-31,0,3
"South Vietnam, Vietnam (North Vietnam)",Government of South Vietnam,"Government of South Korea, Government of United States of America",Government of Vietnam (North Vietnam),Government of North Korea,1,South Vietnam,1,2,1965-12-31,1965-12-31,0,3
"South Vietnam, Vietnam (North Vietnam)",Government of South Vietnam,,Government of Vietnam (North Vietnam),Government of North Korea,1,South Vietnam,1,2,1965-12-31,1965-12-31,0,3
"South Vietnam, Vietnam (North Vietnam)",Government of South Vietnam,,Government of Vietnam (North Vietnam),Government of North Korea,1,South Vietnam,1,2,1965-12-31,1965-12-31,1,3
"Cambodia (Kampuchea), Thailand",Government of Cambodia (Kampuchea),,Government of Thailand,,1,Common Border,0,2,1975-12-15,1977-12-31,0,3
"Cambodia (Kampuchea), Thailand",Government of Cambodia (Kampuchea),,Government of Thailand,,1,Common Border,0,2,1975-12-15,1977-12-31,1,3
"Cambodia (Kampuchea), Thailand",Government of Cambodia (Kampuchea),,Government of Thailand,,1,Common Border,0,2,1975-12-15,2011-04-28,1,3
Ghana,Government of Ghana,,NLC,,2,,0,3,1966-02-24,1966-02-24,1,4
Ghana,Government of Ghana,,Military faction (forces of Jerry John Rawlings),,2,,0,3,1966-02-24,1981-12-31,1,4
Ghana,Government of Ghana,,Military faction (forces of Ekow Dennis and Edward Adjei-Ampofo),,2,,0,3,1966-02-24,1983-06-19,1,4
India,Government of India,,MNF,,1,Mizoram,0,3,1966-09-01,1966-09-01,0,3
India,Government of India,,MNF,,1,Mizoram,0,3,1966-09-01,1966-09-01,0,3
India,Government of India,,MNF,,1,Mizoram,0,3,1966-09-01,1966-09-01,1,3
Nigeria,Government of Nigeria,,Military faction (forces of Patrick Nzeogwu),,2,,0,3,1966-01-15,1966-01-15,1,4
Nigeria,Government of Nigeria,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,2,,0,3,1966-01-15,2009-07-26,1,4
Nigeria,Government of Nigeria,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,2,,0,3,1966-01-15,2011-03-01,0,4
Nigeria,Government of Nigeria,"Government of Chad, Government of Niger",Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,2,,1,4,1966-01-15,2011-03-01,0,4
Nigeria,Government of Nigeria,"Government of Chad, Government of Niger",Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,2,,1,4,1966-01-15,2011-03-01,0,4
Nigeria,Government of Nigeria,"Government of Cameroon, Government of Chad, Government of Niger",Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,2,,1,4,1966-01-15,2011-03-01,0,4
Nigeria,Government of Nigeria,"Government of Chad, Government of Niger",Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,2,,1,4,1966-01-15,2011-03-01,0,4
Nigeria,Government of Nigeria,Government of Cameroon,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,2,,1,4,1966-01-15,2011-03-01,0,4
Nigeria,Government of Nigeria,Government of Cameroon,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,2,,1,4,1966-01-15,2011-03-01,0,4
Nigeria,Government of Nigeria,Government of Cameroon,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,2,,1,4,1966-01-15,2011-03-01,0,4
Nigeria,Government of Nigeria,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,2,,1,3,1966-01-15,2011-03-01,0,4
Nigeria,Government of Nigeria,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,2,,1,3,1966-01-15,2011-03-01,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,0,3,1966-08-26,1966-12-31,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,0,3,1966-08-26,1966-12-31,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,0,3,1966-08-26,1966-12-31,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,0,3,1966-08-26,1966-12-31,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,0,3,1966-08-26,1966-12-31,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,0,3,1966-08-26,1966-12-31,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,0,3,1966-08-26,1966-12-31,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,0,3,1966-08-26,1966-12-31,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,0,3,1966-08-26,1966-12-31,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,0,3,1966-08-26,1966-12-31,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,0,3,1966-08-26,1966-12-31,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,0,3,1966-08-26,1966-12-31,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,1,3,1966-08-26,1966-12-31,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,1,3,1966-08-26,1966-12-31,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,1,3,1966-08-26,1966-12-31,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,1,3,1966-08-26,1966-12-31,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,1,3,1966-08-26,1966-12-31,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,1,3,1966-08-26,1966-12-31,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,1,3,1966-08-26,1966-12-31,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,1,3,1966-08-26,1966-12-31,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,1,3,1966-08-26,1966-12-31,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,1,3,1966-08-26,1966-12-31,0,4
South Africa,Government of South Africa,,SWAPO,,1,Namibia,1,3,1966-08-26,1966-12-31,1,4
Syria,Government of Syria,,Military faction (forces loyal to Nureddin Atassi and Youssef Zeayen),,2,,0,3,1966-02-23,1966-02-23,1,2
Syria,Government of Syria,,Muslim Brotherhood,,2,,0,3,1966-02-23,1979-06-16,0,2
Syria,Government of Syria,,Muslim Brotherhood,,2,,0,3,1966-02-23,1979-06-16,0,2
Syria,Government of Syria,,Muslim Brotherhood,,2,,0,3,1966-02-23,1979-06-16,0,2
Syria,Government of Syria,,Muslim Brotherhood,,2,,1,3,1966-02-23,1979-06-16,1,2
Syria,Government of Syria,,Syrian insurgents,,2,,1,3,1966-02-23,2011-09-04,0,2
Syria,Government of Syria,,Syrian insurgents,,2,,1,3,1966-02-23,2011-09-04,0,2
Syria,Government of Syria,,Syrian insurgents,,2,,1,3,1966-02-23,2011-09-04,0,2
Syria,Government of Syria,,Syrian insurgents,,2,,1,3,1966-02-23,2011-09-04,0,2
Syria,Government of Syria,"Government of Iran, Government of Russia (Soviet Union)",Syrian insurgents,,2,,1,4,1966-02-23,2011-09-04,0,2
Syria,Government of Syria,"Government of Iran, Government of Russia (Soviet Union)",Syrian insurgents,,2,,1,4,1966-02-23,2011-09-04,0,2
Syria,Government of Syria,"Government of Iran, Government of Russia (Soviet Union)",Syrian insurgents,,2,,1,4,1966-02-23,2011-09-04,0,2
Syria,Government of Syria,"Government of Iran, Government of Russia (Soviet Union)",Syrian insurgents,,2,,1,4,1966-02-23,2011-09-04,0,2
Syria,Government of Syria,"Government of Iran, Government of Russia (Soviet Union)",Syrian insurgents,,2,,1,4,1966-02-23,2011-09-04,0,2
Syria,Government of Syria,"Government of Iran, Government of Russia (Soviet Union)",Syrian insurgents,Government of Turkey,2,,1,4,1966-02-23,2011-09-04,0,2
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,,2,,1,3,1967-04-30,1967-05-31,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,,2,,1,3,1967-04-30,1967-05-31,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,,2,,1,3,1967-04-30,1967-05-31,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),"Government of South Vietnam, Government of United States of America",KR,Government of Vietnam (North Vietnam),2,,1,4,1967-04-30,1967-05-31,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),"Government of South Vietnam, Government of United States of America",KR,Government of Vietnam (North Vietnam),2,,1,4,1967-04-30,1967-05-31,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),"Government of South Vietnam, Government of United States of America",KR,Government of Vietnam (North Vietnam),2,,1,4,1967-04-30,1967-05-31,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),"Government of South Vietnam, Government of United States of America",KR,Government of Vietnam (North Vietnam),2,,1,4,1967-04-30,1967-05-31,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,Government of Vietnam (North Vietnam),2,,1,4,1967-04-30,1967-05-31,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,Government of Vietnam (North Vietnam),2,,1,4,1967-04-30,1967-05-31,1,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KNUFNS,Government of Vietnam (North Vietnam),2,,1,4,1967-04-30,1978-12-30,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),"Government of Laos, Government of Vietnam (North Vietnam)","KNUFNS, KPNLF, KR",Government of Vietnam (North Vietnam),2,,1,4,1967-04-30,1978-12-30,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"KPNLF, KR",,2,,1,4,1967-04-30,1978-12-30,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"KPNLF, KR",,2,,1,4,1967-04-30,1978-12-30,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR",,2,,1,4,1967-04-30,1978-12-30,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR",,2,,1,4,1967-04-30,1978-12-30,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR",,2,,1,4,1967-04-30,1978-12-30,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR",,2,,1,4,1967-04-30,1978-12-30,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR",,2,,1,4,1967-04-30,1978-12-30,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR",,2,,1,4,1967-04-30,1978-12-30,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR",,2,,1,4,1967-04-30,1978-12-30,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR",,2,,1,4,1967-04-30,1978-12-30,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,"KPNLF, KR",,2,,1,3,1967-04-30,1978-12-30,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,"FUNCINPEC, KPNLF, KR",,2,,1,3,1967-04-30,1978-12-30,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,,2,,1,3,1967-04-30,1978-12-30,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,,2,,1,3,1967-04-30,1978-12-30,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,,2,,1,3,1967-04-30,1978-12-30,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,,2,,1,3,1967-04-30,1978-12-30,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,,2,,1,3,1967-04-30,1978-12-30,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,"Forces of Norodom Ranariddh, KR, Military faction (Forces of Hun Sen)",,2,,1,3,1967-04-30,1978-12-30,0,3
Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,"Forces of Norodom Ranariddh, KR",,2,,1,3,1967-04-30,1978-12-30,1,3
"Israel, Jordan",Government of Israel,,Government of Jordan,,1,West Bank,1,2,1967-06-05,1967-06-05,1,2
"Israel, Syria",Government of Israel,,Government of Syria,,1,Golan Heights,1,2,1967-06-05,1967-06-05,1,2
"Israel, Syria",Government of Israel,,Government of Syria,,1,Golan Heights,1,2,1967-06-05,1973-10-06,1,2
Nigeria,Government of Nigeria,,Republic of Biafra,,1,Biafra,1,3,1967-07-06,1967-07-06,0,4
Nigeria,Government of Nigeria,,Republic of Biafra,,1,Biafra,1,3,1967-07-06,1967-07-06,0,4
Nigeria,Government of Nigeria,,Republic of Biafra,,1,Biafra,1,3,1967-07-06,1967-07-06,0,4
Nigeria,Government of Nigeria,,Republic of Biafra,,1,Biafra,1,3,1967-07-06,1967-07-06,1,4
"China, Myanmar (Burma)",Government of China,,Government of Myanmar (Burma),,1,Common Border,0,2,1969-02-28,1969-02-28,1,3
"China, Russia (Soviet Union)",Government of China,,Government of Russia (Soviet Union),,1,Ussuri river,0,2,1969-03-02,1969-03-02,1,"1, 3"
"El Salvador, Honduras",Government of El Salvador,,Government of Honduras,,1,Common Border,1,2,1969-07-03,1969-07-03,1,5
Guinea,Government of Guinea,,RFDG,,2,,0,3,2000-09-01,2000-09-17,0,4
Guinea,Government of Guinea,,RFDG,,2,,0,3,2000-09-01,2000-09-17,1,4
Philippines,Government of Philippines,,MIM,,1,Mindanao,0,3,1970-08-20,1970-08-20,0,3
Philippines,Government of Philippines,,MIM,,1,Mindanao,0,3,1970-08-20,1970-08-20,0,3
Philippines,Government of Philippines,,MNLF,,1,Mindanao,1,3,1970-08-20,1970-08-20,0,3
Philippines,Government of Philippines,,MNLF,,1,Mindanao,1,3,1970-08-20,1970-08-20,0,3
Philippines,Government of Philippines,,MNLF,,1,Mindanao,1,3,1970-08-20,1970-08-20,0,3
Philippines,Government of Philippines,,MNLF,,1,Mindanao,1,3,1970-08-20,1970-08-20,0,3
Philippines,Government of Philippines,,MNLF,,1,Mindanao,1,3,1970-08-20,1970-08-20,0,3
Philippines,Government of Philippines,,MNLF,,1,Mindanao,1,3,1970-08-20,1970-08-20,0,3
Philippines,Government of Philippines,,MNLF,,1,Mindanao,1,3,1970-08-20,1970-08-20,0,3
Philippines,Government of Philippines,,MNLF,,1,Mindanao,1,3,1970-08-20,1970-08-20,0,3
Philippines,Government of Philippines,,MNLF,,1,Mindanao,1,3,1970-08-20,1970-08-20,0,3
Philippines,Government of Philippines,,MNLF,,1,Mindanao,1,3,1970-08-20,1970-08-20,0,3
Philippines,Government of Philippines,,MNLF,,1,Mindanao,1,3,1970-08-20,1970-08-20,0,3
Philippines,Government of Philippines,,MNLF,,1,Mindanao,1,3,1970-08-20,1970-08-20,0,3
Philippines,Government of Philippines,,MNLF,,1,Mindanao,1,3,1970-08-20,1970-08-20,0,3
Philippines,Government of Philippines,,MNLF,,1,Mindanao,1,3,1970-08-20,1970-08-20,0,3
Philippines,Government of Philippines,,MNLF,,1,Mindanao,1,3,1970-08-20,1970-08-20,0,3
Philippines,Government of Philippines,,MNLF,,1,Mindanao,1,3,1970-08-20,1970-08-20,0,3
Philippines,Government of Philippines,,MNLF,,1,Mindanao,1,3,1970-08-20,1970-08-20,0,3
Philippines,Government of Philippines,,MNLF,,1,Mindanao,1,3,1970-08-20,1970-08-20,0,3
Philippines,Government of Philippines,,"MILF, MNLF",,1,Mindanao,1,3,1970-08-20,1970-08-20,1,3
Philippines,Government of Philippines,,"ASG, MNLF",,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,"ASG, MILF",,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,ASG,,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,"ASG, MILF",,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,"ASG, MILF",,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,"ASG, MILF",,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,MILF,,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,"ASG, MILF",,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,"ASG, MILF, MNLF - NM",,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,"ASG, MILF",,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,"ASG, MILF",,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,"ASG, MILF",,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,"ASG, MILF, MNLF - NM",,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,ASG,,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,"ASG, MILF, MNLF - HM",,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,MILF,,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,"ASG, MILF",,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,ASG,,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,"ASG, MILF",,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,"ASG, BIFM",,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,"ASG, BIFM, MNLF - NM",,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,"ASG, BIFM",,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,"ASG, BIFM, MILF",,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,"al-Harakat al-Islamiyah, ASG, BIFM, Maute group",,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,Government of Malaysia,ASG,,1,Mindanao,1,4,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,"ASG, BIFM-K",,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,ASG,,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Philippines,Government of Philippines,,ASG,,1,Mindanao,1,3,1970-08-20,1993-02-09,0,3
Sudan,Government of Sudan,,Sudanese Communist Party,,2,,0,3,1971-07-22,1971-07-22,1,4
Sudan,Government of Sudan,,National Front,,2,,0,3,1971-07-22,1976-07-02,1,4
Sudan,Government of Sudan,,SPLM/A,,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,SPLM/A,,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,SPLM/A,,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,SPLM/A,,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,SPLM/A,,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,SPLM/A,,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,SPLM/A,,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,SPLM/A,,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,SPLM/A,,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,SPLM/A,,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,SPLM/A,,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,SPLM/A,,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,SPLM/A,,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,"NDA, SPLM/A",,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,"NDA, SPLM/A",,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,"NDA, SPLM/A",,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,"NDA, SPLM/A",,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,"NDA, SPLM/A",,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,"NDA, SPLM/A",,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,SPLM/A,,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,Government of Chad,"JEM, SLM/A, SPLM/A",,2,,1,4,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,"JEM, SLM/A, SPLM/A",,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,SLM/A,,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,"NRF, SLM/A, SLM/A - MM",,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,"JEM, SLFA",,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,"JEM, SLFA, SLM/A",,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,"JEM, SLM/A",,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,"JEM, SLM/A, SSDM/A",,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,"JEM, SLM/A, SPLM/A-North, SRF, SSDM/A, SSLM/A",Government of South Sudan,2,,1,4,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,SRF,,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,SRF,,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,"Darfur Joint Resistance Forces, SARC, SRF",,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,"Darfur Joint Resistance Forces, SPLM/A-North, SRF",,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,"SPLM/A-North, SRF",,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,"SARC, SLM/A, SRF",,2,,1,3,1971-07-22,1983-05-17,0,4
Sudan,Government of Sudan,,SLM/A,,2,,1,3,1971-07-22,1983-05-17,1,4
Sudan,Government of Sudan,,SLM/A,,2,,1,3,1971-07-22,2020-06-01,0,4
Madagascar (Malagasy),Government of Madagascar,,Monima,,2,,0,3,1971-04-30,1971-04-30,1,4
Morocco,Government of Morocco,,Military faction (forces of Mohamed Madbouh),,2,,0,3,1971-07-10,1971-07-10,1,4
Pakistan,Government of Pakistan,,Mukti Bahini,,1,East Pakistan,1,3,1971-03-26,1971-03-26,1,3
Sri Lanka,Government of Sri Lanka,,JVP,,2,,1,3,1971-04-05,1971-04-30,1,3
Sri Lanka,Government of Sri Lanka,,JVP,,2,,1,3,1971-04-05,1989-02-13,0,3
Sri Lanka,Government of Sri Lanka,,JVP,,2,,1,3,1971-04-05,1989-02-13,1,3
Uganda,Government of Uganda,,Military faction (forces of Idi Amin),,2,,0,3,1971-01-25,1971-01-29,0,4
Uganda,Government of Uganda,,Kikosi Maalum,,2,,0,3,1971-01-25,1971-01-29,1,4
Uganda,Government of Uganda,,Military faction (forces of Charles Arube),,2,,0,3,1971-01-25,1974-03-23,1,4
Uganda,Government of Uganda,Government of Libya,"Fronasa, Kikosi Maalum, UNLF",Government of Tanzania,2,,1,4,1971-01-25,1979-01-22,0,4
Uganda,Government of Uganda,Government of Tanzania,FUNA,,2,,1,4,1971-01-25,1979-01-22,0,4
Uganda,Government of Uganda,Government of Tanzania,"FUNA, NRA, UNRF",,2,,1,4,1971-01-25,1979-01-22,0,4
Uganda,Government of Uganda,,"NRA, UFM, UNRF",,2,,1,3,1971-01-25,1979-01-22,0,4
Uganda,Government of Uganda,,"NRA, UNRF",,2,,1,3,1971-01-25,1979-01-22,0,4
Uganda,Government of Uganda,,NRA,,2,,1,3,1971-01-25,1979-01-22,0,4
Uganda,Government of Uganda,,NRA,,2,,1,3,1971-01-25,1979-01-22,0,4
Uganda,Government of Uganda,,"HSM, NRA, UPDA",,2,,1,3,1971-01-25,1979-01-22,0,4
Uganda,Government of Uganda,,"HSM, UPA, UPDA",,2,,1,3,1971-01-25,1979-01-22,0,4
Uganda,Government of Uganda,,"Lord's Army, LRA, UPA",,2,,1,3,1971-01-25,1979-01-22,0,4
Uganda,Government of Uganda,,"LRA, UPA",,2,,1,3,1971-01-25,1979-01-22,0,4
Uganda,Government of Uganda,,"LRA, UPA",,2,,1,3,1971-01-25,1979-01-22,0,4
Uganda,Government of Uganda,,"LRA, UPA",,2,,1,3,1971-01-25,1979-01-22,0,4
Uganda,Government of Uganda,,UPA,,2,,1,3,1971-01-25,1979-01-22,1,4
